                  | jackson-annotations | jackson-core | jackson-databind | jackson-dataformat-avro | jackson-dataformat-cbor | jackson-dataformat-csv | jackson-dataformat-properties | jackson-dataformat-protobuf | jackson-dataformat-smile | jackson-dataformat-xml | jackson-dataformat-yaml | jackson-dataformats-binary | jackson-dataformats-text | jackson-datatype-guava | jackson-datatype-hibernate-parent | jackson-datatype-hibernate3 | jackson-datatype-hibernate4 | jackson-datatype-hibernate5 | jackson-datatype-hppc | jackson-datatype-jaxrs | jackson-datatype-jdk8 | jackson-datatype-joda | jackson-datatype-json-org | jackson-datatype-jsr310 | jackson-datatype-jsr353 | jackson-datatype-pcollections | jackson-datatypes-collections | jackson-jaxrs-base | jackson-jaxrs-cbor-provider | jackson-jaxrs-json-provider | jackson-jaxrs-providers | jackson-jaxrs-smile-provider | jackson-jaxrs-xml-provider | jackson-jaxrs-yaml-provider | jackson-jr-all | jackson-jr-objects | jackson-jr-parent | jackson-jr-retrofit2 | jackson-jr-stree | jackson-module-afterburner | jackson-module-guice | jackson-module-jaxb-annotations | jackson-module-jsonSchema | jackson-module-kotlin | jackson-module-mrbean | jackson-module-osgi | jackson-module-parameter-names | jackson-module-paranamer | jackson-modules-base | jackson-modules-java8
2.7.7             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |                            |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |                        |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.7.8             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |                            |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |                        |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.7.8.1           |                     |              |                  |  *                      |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |  *                              |                           |                       |                       |                     |                                |                          |                      |                       |
2.7.9             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |                            |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |                        |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.7.9.1           |                     |              |  *               |                         |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |                                 |                           |  *                    |                       |                     |                                |                          |                      |                       |
2.7.9.2           |                     |              |  *               |                         |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |                                 |                           |                       |                       |                     |                                |                          |                      |                       |
2.7.9.3           |                     |              |  *               |                         |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |                                 |                           |                       |                       |                     |                                |                          |                      |                       |
2.8.0             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.0.rc1         |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.0.rc2         |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.1             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.10            |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.8.11            |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.8.11.1          |                     |              |  *               |                         |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |                                 |                           |  *                    |                       |                     |                                |                          |                      |                       |
2.8.2             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.3             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.4             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |                       |
2.8.5             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.8.6             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.8.7             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.8.8             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.8.8.1           |                     |              |  *               |                         |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |                                 |                           |                       |                       |                     |                                |                          |                      |                       |
2.8.9             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.0             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.0.pr1         |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |                          |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.0.pr2         |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.0.pr3         |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.0.pr4         |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.1             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.2             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.3             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.4             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
2.9.4.1           |                     |              |                  |                         |                         |                        |                               |                             |                          |                        |                         |                            |                          |                        |                                   |                             |                             |                             |                       |                        |                       |                       |                           |                         |                         |                               |                               |                    |                             |                             |                         |                              |                            |                             |                |                    |                   |                      |                  |                            |                      |                                 |                           |  *                    |                       |                     |                                |                          |                      |                       |
2.9.5             |  *                  |  *           |  *               |  *                      |  *                      |  *                     |  *                            |  *                          |  *                       |  *                     |  *                      |  *                         |  *                       |  *                     |  *                                |  *                          |  *                          |  *                          |  *                    |  *                     |  *                    |  *                    |  *                        |  *                      |  *                      |  *                            |  *                            |  *                 |  *                          |  *                          |  *                      |  *                           |  *                         |  *                          |  *             |  *                 |  *                |  *                   |  *               |  *                         |  *                   |  *                              |  *                        |  *                    |  *                    |  *                  |  *                             |  *                       |  *                   |  *                    |
